year,variable,mean,std,min,max
2000,lst,28.394778838613156,2.3474822526130388,24.129487991333008,36.48666763305664
2012,lst,28.831883304208482,2.4984932997961975,24.540908813476562,35.78900146484375
2024,lst,29.158144740412574,2.117275473709828,25.48324966430664,34.2845458984375
2000,ndvi,0.42882878089861276,0.1493141425614258,-0.0568000003695488,0.7254149913787842
2012,ndvi,0.378309659536673,0.1501310608383292,-0.0658000037074089,0.7045087218284607
2024,ndvi,0.38781403303835843,0.1578871051102903,-0.08414000272750854,0.6963739395141602
2000,ndbi,-0.12697946760464252,0.05513344584247405,-0.2627885639667511,0.06991568952798843
2012,ndbi,-0.12150245613382969,0.06147208135093165,-0.29943373799324036,0.03518248349428177
2024,ndbi,-0.11340655029359346,0.07290054751048348,-0.2732340395450592,0.053397029638290405
