n_valid_pixels,significant_increasing_pixels,significant_decreasing_pixels,non_significant_pixels,median_sen_slope_c_per_year,mean_sen_slope_c_per_year,median_tau,alpha
3308,2883,0,425,0.06685262289106475,0.07651730012590352,0.4866666666666667,0.05
