lst,ndbi,tvdi,impervious_fraction,building_density,year
28.217407,-0.18814297,0.5860003803827541,0.13416447,-0.18814297,2000
27.546,-0.18670003,0.5174021371558858,0.14017774,-0.18670003,2000
27.501034,-0.1681896,0.4913715752821431,0.21731775,-0.1681896,2000
28.026428,-0.16289315,0.7107920179067895,0.23939008,-0.16289315,2000
28.265715,-0.15152536,0.6136995780817204,0.28676394,-0.15152536,2000
28.452,-0.15009573,0.6281617710279092,0.29272178,-0.15009573,2000
28.873571,-0.14535506,0.7944734180786344,0.31247795,-0.14535506,2000
28.735926,-0.17733505,0.86756427229743,0.17920516,-0.17733505,2000
28.074444,-0.17402522,0.6010924481470027,0.19299848,-0.17402522,2000
27.886667,-0.16955684,0.5845063365340064,0.21161993,-0.16955684,2000
27.732609,-0.18555894,0.5225802142468376,0.14493307,-0.18555894,2000
27.4596,-0.18136534,0.36921809484525253,0.16240942,-0.18136534,2000
27.4364,-0.18484971,0.3481699407148525,0.14788873,-0.18484971,2000
27.556154,-0.17488447,0.38399452498150877,0.18941768,-0.17488447,2000
27.586924,-0.1655316,0.3998900529909924,0.22839461,-0.1655316,2000
27.7828,-0.16579573,0.4336627319952003,0.22729391,-0.16579573,2000
27.81077,-0.18115254,0.41331785621846395,0.16329625,-0.18115254,2000
28.134615,-0.16666068,0.4474337672075919,0.22368933,-0.16666068,2000
28.538,-0.15782633,0.5463699721526447,0.2605054,-0.15782633,2000
28.901817,-0.13270557,0.5945380362304287,0.3651932,-0.13270557,2000
29.971,-0.13356297,0.7256970104437181,0.36162007,-0.13356297,2000
29.671053,-0.15197106,0.6967204415322613,0.28490657,-0.15197106,2000
29.511053,-0.15821494,0.6860053342253039,0.25888595,-0.15821494,2000
29.49,-0.15386549,0.6455346728868948,0.27701178,-0.15386549,2000
28.317778,-0.1750995,0.44333574437252515,0.18852153,-0.1750995,2000
27.67,-0.15871945,0.3809069380072553,0.25678346,-0.15871945,2000
27.818182,-0.17542313,0.41797758392862366,0.18717287,-0.17542313,2000
28.39091,-0.1662159,0.5528586757271372,0.22554292,-0.1662159,2000
28.215,-0.1705811,0.46721605618227124,0.20735145,-0.1705811,2000
27.593159,-0.172204,0.36758109043860027,0.2005882,-0.172204,2000
27.497059,-0.18147764,0.34600340244006056,0.16194144,-0.18147764,2000
29.417826,-0.11404675,0.7218048026740986,0.44295156,-0.11404675,2000
30.410769,-0.07900593,0.7885998078815332,0.58898,-0.07900593,2000
31.7412,-0.032238353,0.8632993218806604,0.78387827,-0.032238353,2000
32.876896,-0.035151593,0.9834879547078884,0.7717377,-0.035151593,2000
33.314,-0.034539104,0.9726533131674252,0.77429014,-0.034539104,2000
33.852962,-0.023770623,1.0,0.81916654,-0.023770623,2000
33.991665,-0.024629937,1.0,0.81558543,-0.024629937,2000
33.38769,-0.040411495,1.0,0.7498177,-0.040411495,2000
33.144073,-0.029889328,1.0,0.79366755,-0.029889328,2000
33.787243,-0.015262452,1.0,0.85462326,-0.015262452,2000
33.585335,-0.027944412,0.9961135450452822,0.8017727,-0.027944412,2000
31.843077,-0.058069415,0.8692254796692216,0.6762304,-0.058069415,2000
32.069286,-0.0429235,0.9079610032099563,0.73934925,-0.0429235,2000
27.611666,-0.16488,0.36974348554232245,0.23111014,-0.16488,2000
27.894762,-0.14423165,0.4214355182365556,0.31715965,-0.14423165,2000
29.433636,-0.1349679,0.7601677298710592,0.35576522,-0.1349679,2000
29.242,-0.14467227,0.8032139046459249,0.31532338,-0.14467227,2000
28.674347,-0.12412123,0.6537869650959439,0.40096742,-0.12412123,2000
29.116087,-0.12224339,0.7835739949680484,0.40879306,-0.12224339,2000
29.406,-0.12608483,0.8962099690254655,0.3927843,-0.12608483,2000
29.198696,-0.09327403,0.7920439167552564,0.52951944,-0.09327403,2000
29.811539,-0.05990545,0.7464624449747443,0.6685789,-0.05990545,2000
31.227777,-0.062086906,0.8840196901229137,0.65948796,-0.062086906,2000
32.036,-0.060181558,1.0,0.6674283,-0.060181558,2000
31.039091,-0.095769905,1.0,0.51911813,-0.095769905,2000
29.471905,-0.11119787,0.7637957178711499,0.45482397,-0.11119787,2000
28.598696,-0.14537168,0.5719743698505475,0.31240872,-0.14537168,2000
28.2756,-0.16033418,0.5747707899263352,0.25005424,-0.16033418,2000
28.676363,-0.14080042,0.6030047485015477,0.33145887,-0.14080042,2000
28.733158,-0.1276628,0.6049694085961876,0.38620836,-0.1276628,2000
28.723684,-0.14407559,0.57359479074485,0.31781,-0.14407559,2000
28.403334,-0.14592871,0.48932869737542495,0.31008732,-0.14592871,2000
28.508667,-0.14809252,0.5766813736048405,0.3010699,-0.14809252,2000
28.27353,-0.1538922,0.6038311485992958,0.2769004,-0.1538922,2000
28.321764,-0.1615848,0.6683781313634442,0.24484247,-0.1615848,2000
28.124666,-0.170114,0.490458983663859,0.20929806,-0.170114,2000
27.932667,-0.16915707,0.5152908711570899,0.21328591,-0.16915707,2000
27.872667,-0.16886516,0.4963194864217289,0.21450242,-0.16886516,2000
28.567333,-0.13790873,0.45570849615098286,0.34350964,-0.13790873,2000
29.798,-0.10175661,0.6259479345320541,0.49416927,-0.10175661,2000
29.394707,-0.12560403,0.6795691320582257,0.394788,-0.12560403,2000
27.773,-0.16534092,0.38524918612647113,0.22918929,-0.16534092,2000
28.0225,-0.1535175,0.46690808300896486,0.27846196,-0.1535175,2000
29.05,-0.13571143,0.7192915681506259,0.35266662,-0.13571143,2000
29.20857,-0.1374422,0.5910529770624204,0.34545383,-0.1374422,2000
29.63625,-0.1374937,0.7491438993896888,0.34523922,-0.1374937,2000
28.830952,-0.14291956,0.6778046156617777,0.32262763,-0.14291956,2000
28.052608,-0.16632198,0.46772726077278004,0.22510083,-0.16632198,2000
27.839565,-0.19782992,0.5635338977931611,0.09379528,-0.19782992,2000
27.692,-0.18151571,0.4699102260032793,0.16178279,-0.18151571,2000
27.4588,-0.1937449,0.40150440924703784,0.1108191,-0.1937449,2000
26.947779,-0.19294463,0.2708482559004187,0.114154115,-0.19294463,2000
27.2484,-0.17106651,0.3294132801449455,0.20532857,-0.17106651,2000
28.124546,-0.1354363,0.4741188446602665,0.3538132,-0.1354363,2000
28.372581,-0.15742281,0.659853589697317,0.26218703,-0.15742281,2000
27.782778,-0.1761724,0.5679753665463997,0.18405035,-0.1761724,2000
27.540302,-0.1645848,0.47682118776400606,0.2323403,-0.1645848,2000
27.660715,-0.1706245,0.5318154481727347,0.2071706,-0.1706245,2000
27.437857,-0.1748992,0.4544667301102895,0.18935627,-0.1748992,2000
27.793571,-0.16499075,0.5476774989230899,0.23064855,-0.16499075,2000
28.144815,-0.16107912,0.6796489199780547,0.2469498,-0.16107912,2000
27.975714,-0.17037448,0.6351247495473092,0.20821251,-0.17037448,2000
27.849167,-0.1787483,0.5079547821045391,0.17331564,-0.1787483,2000
27.891905,-0.18015388,0.5652711401317706,0.16745806,-0.18015388,2000
27.39,-0.19169761,0.43570163228907505,0.11935092,-0.19169761,2000
27.141579,-0.18320693,0.33096333092117247,0.15473482,-0.18320693,2000
27.455385,-0.17643794,0.3761262406131088,0.18294376,-0.17643794,2000
27.6836,-0.17105037,0.3600703672740808,0.20539583,-0.17105037,2000
27.68111,-0.1795656,0.45000183839403335,0.16990966,-0.1795656,2000
27.572222,-0.18766782,0.3994228953063761,0.13614461,-0.18766782,2000
27.6964,-0.18493557,0.4578636555726934,0.14753091,-0.18493557,2000
28.1476,-0.16011073,0.4628637307755169,0.25098547,-0.16011073,2000
29.344,-0.14680593,0.7041580737547974,0.30643162,-0.14680593,2000
29.655455,-0.13978398,0.6754314696267416,0.33569476,-0.13978398,2000
30.147894,-0.14082551,0.7196017167317497,0.33135432,-0.14082551,2000
29.656666,-0.14036296,0.6227547392817883,0.3332819,-0.14036296,2000
29.506363,-0.13841937,0.6378257172623659,0.34138158,-0.13841937,2000
28.689047,-0.15571645,0.5174563820966649,0.2692981,-0.15571645,2000
27.882381,-0.15836287,0.3689367002802913,0.2582695,-0.15836287,2000
27.658571,-0.16445926,0.40002707429974105,0.2328635,-0.16445926,2000
28.022728,-0.16194142,0.4698657894110186,0.24335627,-0.16194142,2000
28.699474,-0.17170615,0.5255515417920077,0.20266291,-0.17170615,2000
28.80294,-0.16108462,0.5769889772093971,0.24692689,-0.16108462,2000
28.16875,-0.18241456,0.4678316439988159,0.15803692,-0.18241456,2000
27.945,-0.16906452,0.40788293888652255,0.21367161,-0.16906452,2000
27.816317,-0.1856411,0.41051781075220556,0.14459074,-0.1856411,2000
29.0028,-0.130807,0.7626160444689047,0.37310526,-0.130807,2000
29.946154,-0.09273369,0.8451245149828591,0.5317712,-0.09273369,2000
31.5476,-0.057157513,0.9425826811941784,0.68003064,-0.057157513,2000
32.642143,-0.051018536,1.0,0.7056141,-0.051018536,2000
33.084194,-0.050894506,1.0,0.706131,-0.050894506,2000
33.215,-0.03621763,0.9916702260127096,0.7672951,-0.03621763,2000
33.460323,-0.024221873,1.0,0.817286,-0.024221873,2000
33.270645,-0.032303873,1.0,0.7836052,-0.032303873,2000
33.39069,-0.018914364,0.9773108684780916,0.8394044,-0.018914364,2000
33.54643,-0.024677565,0.9626604999918906,0.81538695,-0.024677565,2000
33.61963,-0.03173338,1.0,0.78598267,-0.03173338,2000
31.814167,-0.088398784,0.9330884419916483,0.5498364,-0.088398784,2000
31.603846,-0.05159138,0.839404624828532,0.70322686,-0.05159138,2000
31.872963,-0.078175455,0.9081196418361742,0.5924409,-0.078175455,2000
27.656666,-0.16669375,0.4426911798621229,0.22355153,-0.16669375,2000
27.91,-0.16554523,0.5273037115220547,0.22833785,-0.16554523,2000
29.15762,-0.12619527,0.6719886710952973,0.3923241,-0.12619527,2000
29.298422,-0.13299415,0.8133475650118401,0.36399058,-0.13299415,2000
28.985556,-0.12208052,0.6730733238021837,0.4094718,-0.12208052,2000
29.139091,-0.13114868,0.7806532313798212,0.37168133,-0.13114868,2000
29.004168,-0.14457633,0.7517174567303982,0.31572324,-0.14457633,2000
29.013636,-0.108845755,0.7541466480840577,0.4646261,-0.108845755,2000
30.153479,-0.062974885,0.8317881107787019,0.65578747,-0.062974885,2000
31.120832,-0.05787178,0.9433245016459237,0.67705405,-0.05787178,2000
30.995218,-0.09120193,1.0,0.5381546,-0.09120193,2000
30.173,-0.1165523,0.9933611848224673,0.43251,-0.1165523,2000
29.3675,-0.11911934,0.8539126017854053,0.42181218,-0.11911934,2000
28.637407,-0.13996635,0.7209046942542201,0.33493474,-0.13996635,2000
28.205,-0.16726889,0.5947530124076121,0.2211547,-0.16726889,2000
28.6,-0.14405222,0.5486191861899488,0.31790736,-0.14405222,2000
28.710909,-0.14239188,0.7073730857113052,0.32482666,-0.14239188,2000
28.145454,-0.14303876,0.5249215804395915,0.32213083,-0.14303876,2000
27.98889,-0.15402529,0.5817272174064055,0.27634582,-0.15402529,2000
28.227648,-0.14606497,0.5540354151333903,0.3095195,-0.14606497,2000
28.465555,-0.13332576,0.6302220888728192,0.36260864,-0.13332576,2000
28.54375,-0.16584441,0.6759722570375389,0.22709104,-0.16584441,2000
28.29,-0.1696448,0.5663829721984831,0.21125336,-0.1696448,2000
27.892666,-0.1797105,0.5470719244698216,0.16930574,-0.1797105,2000
27.661764,-0.17017967,0.47240772925418806,0.20902438,-0.17017967,2000
28.15842,-0.13855116,0.5578456259027709,0.34083238,-0.13855116,2000
29.23,-0.095042884,0.6536066521310933,0.5221479,-0.095042884,2000
29.57625,-0.122247465,0.8792724363433532,0.40877607,-0.122247465,2000
27.292223,-0.17085114,0.337963546815158,0.20622608,-0.17085114,2000
27.58158,-0.16557917,0.40999919364402687,0.2281964,-0.16557917,2000
28.347895,-0.12951173,0.5359784487535042,0.37850314,-0.12951173,2000
28.796316,-0.12595886,0.6318714208447251,0.3933093,-0.12595886,2000
29.471819,-0.13274208,0.8197993719609584,0.36504105,-0.13274208,2000
28.741817,-0.14873967,0.6617289972814498,0.298373,-0.14873967,2000
28.403334,-0.16411465,0.6883673203262598,0.23429959,-0.16411465,2000
28.334,-0.17019005,0.8481831429241177,0.2089811,-0.17019005,2000
28.156364,-0.18974388,0.582325370862809,0.12749287,-0.18974388,2000
27.824286,-0.19972977,0.47350522651171595,0.085877866,-0.19972977,2000
27.595715,-0.19604127,0.45365773319991504,0.10124924,-0.19604127,2000
27.81762,-0.16908659,0.4845376778280023,0.21357964,-0.16908659,2000
28.096428,-0.1577405,0.6671586172227931,0.2608631,-0.1577405,2000
28.02875,-0.17937365,0.6257598581552111,0.17070955,-0.17937365,2000
27.857273,-0.16540617,0.5832309980383615,0.22891736,-0.16540617,2000
27.375,-0.17593814,0.5093492221414951,0.18502662,-0.17593814,2000
27.029428,-0.1815735,0.363983906509383,0.16154197,-0.1815735,2000
26.948181,-0.17567208,0.3451828360301461,0.18613538,-0.17567208,2000
27.957827,-0.17017443,0.579236236435991,0.20904619,-0.17017443,2000
27.821539,-0.16946028,0.588767891236648,0.21202233,-0.16946028,2000
27.8652,-0.16741027,0.5566907618472746,0.22056551,-0.16741027,2000
27.745455,-0.17731892,0.5181105016873023,0.17927241,-0.17731892,2000
28.056,-0.18101734,0.5852213919697865,0.16385968,-0.18101734,2000
27.770952,-0.19097549,0.5183393167658289,0.12236029,-0.19097549,2000
27.73,-0.18215935,0.43880144982930197,0.15910049,-0.18215935,2000
27.741852,-0.16222373,0.39148555730513934,0.24217981,-0.16222373,2000
27.729286,-0.17736427,0.3928679695069822,0.17908338,-0.17736427,2000
27.553333,-0.1858159,0.40660518781635,0.14386225,-0.1858159,2000
27.580345,-0.18518664,0.3871233080765215,0.14648461,-0.18518664,2000
28.011538,-0.16988716,0.4915244285290041,0.21024339,-0.16988716,2000
28.459167,-0.16416694,0.5222930964141723,0.23408169,-0.16416694,2000
28.698889,-0.15752333,0.5517947020960398,0.26176813,-0.15752333,2000
28.990768,-0.16122784,0.6015122425836866,0.24633005,-0.16122784,2000
29.431904,-0.15630062,0.7082428449636112,0.26686364,-0.15630062,2000
29.361666,-0.14495818,0.6668872967146138,0.3141319,-0.14495818,2000
29.163334,-0.15657365,0.679917841619753,0.26572582,-0.15657365,2000
28.138695,-0.16860598,0.4513931236949629,0.21558252,-0.16860598,2000
27.540476,-0.17622814,0.3551122543349627,0.1838181,-0.17622814,2000
27.3444,-0.16681837,0.33136987388730155,0.22303219,-0.16681837,2000
27.766,-0.1755918,0.41033978815996036,0.18646997,-0.1755918,2000
28.185556,-0.16997345,0.47487965822155287,0.20988376,-0.16997345,2000
28.044737,-0.16619486,0.4553315973040445,0.2256306,-0.16619486,2000
28.020527,-0.16607419,0.5117874819159445,0.22613348,-0.16607419,2000
28.01,-0.16307493,0.5186338132796804,0.23863253,-0.16307493,2000
27.937,-0.18379797,0.5081588973486667,0.15227173,-0.18379797,2000
29.125172,-0.12552892,0.7709362706193916,0.395101,-0.12552892,2000
30.133448,-0.08426873,0.8396362632880006,0.5670479,-0.08426873,2000
31.308666,-0.062990986,0.9697128047799716,0.6557204,-0.062990986,2000
31.603125,-0.06723472,0.983873049898631,0.6380351,-0.06723472,2000
32.38543,-0.040606797,0.9248808524559542,0.74900377,-0.040606797,2000
33.03611,-0.029053167,1.0,0.79715216,-0.029053167,2000
33.432423,-0.021918671,1.0,0.8268843,-0.021918671,2000
33.509354,-0.016668286,1.0,0.84876466,-0.016668286,2000
33.718277,-0.018626198,0.9790714979690278,0.8406053,-0.018626198,2000
33.78,-0.02806478,1.0,0.80127114,-0.02806478,2000
33.048668,-0.044860635,1.0,0.73127645,-0.044860635,2000
32.27069,-0.08174148,0.9940529608805729,0.5775799,-0.08174148,2000
31.98,-0.07991331,0.9366496110917917,0.58519864,-0.07991331,2000
32.203045,-0.056645244,0.8751041965124087,0.68216544,-0.056645244,2000
27.905237,-0.16001552,0.48142088244727493,0.25138223,-0.16001552,2000
28.117619,-0.16612841,0.5435044062340585,0.22590749,-0.16612841,2000
28.223684,-0.13099073,0.5455214299199336,0.37233958,-0.13099073,2000
29.655556,-0.091169104,0.7048190821056349,0.53829145,-0.091169104,2000
30.63381,-0.08632893,0.9811138217865034,0.55846226,-0.08632893,2000
30.1572,-0.13594447,1.0,0.35169545,-0.13594447,2000
29.515184,-0.11656785,0.9444442967240018,0.4324452,-0.11656785,2000
29.935333,-0.102357306,0.8327988841760061,0.49166593,-0.102357306,2000
30.695715,-0.08888389,1.0,0.5478148,-0.08888389,2000
30.984167,-0.11025827,1.0,0.45873964,-0.11025827,2000
30.095833,-0.12665471,0.9828861566382395,0.3904094,-0.12665471,2000
29.203571,-0.119987465,0.7608847718485843,0.41819435,-0.119987465,2000
28.845,-0.1398394,0.6326799890411616,0.33546382,-0.1398394,2000
28.277693,-0.15312472,0.5405545243734458,0.28009883,-0.15312472,2000
27.832857,-0.14374225,0.490190916173267,0.31919914,-0.14374225,2000
28.15091,-0.15679356,0.5526155508752866,0.26480934,-0.15679356,2000
27.804783,-0.14854825,0.4407595149149333,0.29917073,-0.14854825,2000
27.689,-0.17300569,0.4257399183123354,0.19724728,-0.17300569,2000
27.504,-0.1715593,0.37218152316001374,0.2032749,-0.1715593,2000
27.814444,-0.16344292,0.4890443303589077,0.23709895,-0.16344292,2000
28.283333,-0.16527233,0.6252141594762844,0.22947514,-0.16527233,2000
28.193333,-0.17000929,0.5500883275175648,0.20973442,-0.17000929,2000
27.718,-0.18467656,0.4266327715585611,0.14861032,-0.18467656,2000
27.5525,-0.18122107,0.43499097011588334,0.16301066,-0.18122107,2000
27.355,-0.15751047,0.358318169516387,0.26182172,-0.15751047,2000
27.35,-0.1386036,0.3637875930810486,0.34061387,-0.1386036,2000
27.415,-0.1597501,0.4199541201804883,0.25248834,-0.1597501,2000
27.754,-0.16743451,0.44885404370919013,0.22046447,-0.16743451,2000
28.178,-0.15576476,0.5515953221748853,0.2690968,-0.15576476,2000
28.931904,-0.13370742,0.7033323909180775,0.3610181,-0.13370742,2000
29.321428,-0.11705521,0.7473411582002664,0.4304142,-0.11705521,2000
29.33091,-0.13727163,0.7418088679447274,0.34616467,-0.13727163,2000
28.40826,-0.1624565,0.565850459685546,0.24120976,-0.1624565,2000
27.971539,-0.16305336,0.587638613185239,0.2387224,-0.16305336,2000
28.334286,-0.17263058,0.5412970663052489,0.1988105,-0.17263058,2000
28.21,-0.179827,0.6184823707494691,0.16882025,-0.179827,2000
27.938334,-0.19413635,0.5065916061017738,0.10918777,-0.19413635,2000
27.642174,-0.20223999,0.46312409915303404,0.075416826,-0.20223999,2000
27.2325,-0.19382851,0.3821635637436244,0.11047067,-0.19382851,2000
28.039656,-0.17784616,0.6681324845882026,0.17707518,-0.17784616,2000
27.68375,-0.17961386,0.5619862127071201,0.16970852,-0.17961386,2000
27.8525,-0.16022016,0.5227337321732893,0.2505294,-0.16022016,2000
28.207058,-0.15712836,0.6348530034105925,0.2634141,-0.15712836,2000
27.689474,-0.18114959,0.6564658738368998,0.16330855,-0.18114959,2000
27.57294,-0.18416673,0.5937359451053474,0.15073498,-0.18416673,2000
27.610666,-0.166259,0.5260805166345471,0.22536327,-0.166259,2000
27.659286,-0.16733642,0.5032431141895233,0.22087327,-0.16733642,2000
27.8676,-0.16979581,0.6208485884586773,0.21062405,-0.16979581,2000
27.949131,-0.17160468,0.603832385356001,0.20308581,-0.17160468,2000
27.94238,-0.17834152,0.5911008141685847,0.17501082,-0.17834152,2000
27.666191,-0.1923578,0.44218590539996355,0.116599694,-0.1923578,2000
27.92091,-0.16959673,0.44869418087082413,0.21145369,-0.16959673,2000
28.120714,-0.16256338,0.4817952037844121,0.24076432,-0.16256338,2000
27.964285,-0.17105775,0.43132009359164986,0.20536509,-0.17105775,2000
27.521538,-0.16615336,0.3573097995783476,0.22580354,-0.16615336,2000
27.52619,-0.1701706,0.3573704775222808,0.20906214,-0.1701706,2000
28.111666,-0.18182915,0.5603913103111716,0.16047654,-0.18182915,2000
28.1764,-0.18057457,0.5512572173802768,0.16570488,-0.18057457,2000
28.131428,-0.15514076,0.4581557455582583,0.27169722,-0.15514076,2000
28.5892,-0.1481916,0.4791693678555528,0.300657,-0.1481916,2000
28.940435,-0.14207883,0.5417569295278317,0.32613122,-0.14207883,2000
29.096956,-0.1580952,0.5954537194070553,0.25938496,-0.1580952,2000
27.3436,-0.16106214,0.318093328187832,0.24702059,-0.16106214,2000
26.748182,-0.16130418,0.20722310842447922,0.24601193,-0.16130418,2000
27.672106,-0.16873093,0.346549956283356,0.21506181,-0.16873093,2000
27.497778,-0.15955764,0.333426952365131,0.25329039,-0.15955764,2000
27.920666,-0.16065177,0.4308342269556414,0.24873073,-0.16065177,2000
28.051111,-0.15890105,0.40827178798366215,0.25602666,-0.15890105,2000
27.758236,-0.1522187,0.3930446458248777,0.28387454,-0.1522187,2000
28.105293,-0.16698006,0.5027574413743415,0.22235836,-0.16698006,2000
27.951176,-0.16529246,0.4617260840389957,0.22939123,-0.16529246,2000
28.916857,-0.11616099,0.6070288626679232,0.43414074,-0.11616099,2000
30.024857,-0.06935495,0.7517503404894642,0.62919927,-0.06935495,2000
31.048182,-0.06689758,0.8453367268449781,0.63944006,-0.06689758,2000
31.57069,-0.065343104,0.8890586536500911,0.6459182,-0.065343104,2000
32.38059,-0.03326535,0.9104465269678038,0.77959836,-0.03326535,2000
32.94389,-0.023824772,0.998218435938402,0.8189409,-0.023824772,2000
33.51611,-0.016374389,1.0,0.8499894,-0.016374389,2000
33.638485,-0.01518078,1.0,0.85496366,-0.01518078,2000
33.692,-0.03125717,1.0,0.78796726,-0.03125717,2000
33.83138,-0.04350729,1.0,0.7369163,-0.04350729,2000
33.50926,-0.03619594,1.0,0.7673855,-0.03619594,2000
33.044815,-0.036034286,0.9427658391652441,0.7680592,-0.036034286,2000
33.70826,-0.044956345,1.0,0.7308776,-0.044956345,2000
